Chromosome	Start	Final	Density
chr20	583001	584001	0
chr20	593001	594001	0
chr20	594001	595001	0
chr20	595001	596001	0
chr20	596001	597001	0
chr20	617001	618001	0
chr20	623001	624001	0
chr20	624001	625001	0
chr20	625001	626001	0
chr20	645001	646001	0
chr20	649001	650001	0
chr20	651001	652001	0
chr20	662001	663001	0
chr20	664001	665001	0
chr20	672001	673001	0
chr20	675001	676001	0
chr20	677001	678001	0
chr20	681001	682001	0
chr20	683001	684001	0
chr20	687001	688001	0
chr20	688001	689001	0
chr20	689001	690001	0
chr20	692001	693001	0
chr20	693001	694001	0
chr20	694001	695001	0
chr20	698001	699001	0
chr20	705001	706001	0
chr20	706001	707001	0
chr20	709001	710001	0
chr20	711001	712001	0
chr20	716001	717001	0
chr20	720001	721001	0
chr20	723001	724001	0
chr20	742001	743001	0
chr20	744001	745001	0
chr20	747001	748001	0
chr20	753001	754001	0
chr20	760001	761001	0
chr20	774001	775001	0
chr20	778001	779001	0
chr20	779001	780001	0
chr20	784001	785001	0
chr20	790001	791001	0
chr20	804001	805001	0
chr20	807001	808001	0
chr20	812001	813001	0
chr20	815001	816001	0
chr20	817001	818001	0
chr20	819001	820001	0
chr20	824001	825001	0
chr20	833001	834001	0
chr20	839001	840001	0
chr20	843001	844001	0
chr20	846001	847001	0
chr20	849001	850001	0
chr20	856001	857001	0
chr20	858001	859001	0
chr20	872001	873001	0
chr20	876001	877001	0
chr20	882001	883001	0
chr20	883001	884001	0
chr20	885001	886001	0
chr20	886001	887001	0
chr20	887001	888001	0
chr20	896001	897001	0
chr20	897001	898001	0
chr20	899001	900001	0
chr20	904001	905001	0
chr20	918001	919001	0
chr20	929001	930001	0
chr20	930001	931001	0
chr20	935001	936001	0
chr20	982001	983001	0
chr20	993001	994001	0
chr20	994001	995001	0
chr20	995001	996001	0
chr20	998001	999001	0
chr20	999001	1000001	0
chr20	1002001	1003001	0
chr20	1003001	1004001	0
chr20	1006001	1007001	0
chr20	1007001	1008001	0
chr20	1008001	1009001	0
chr20	1010001	1011001	0
chr20	1015001	1016001	0
chr20	1017001	1018001	0
chr20	1022001	1023001	0
chr20	1023001	1024001	0
chr20	1027001	1028001	0
chr20	1035001	1036001	0
chr20	1050001	1051001	0
chr20	1051001	1052001	0
chr20	1053001	1054001	0
chr20	1054001	1055001	0
chr20	1055001	1056001	0
chr20	1056001	1057001	0
chr20	1057001	1058001	0
chr20	1067001	1068001	0
chr20	1078001	1079001	0
chr20	1079001	1080001	0
chr20	1083001	1084001	0
chr20	1090001	1091001	0
chr20	1113001	1114001	0
chr20	1118001	1119001	0
chr20	1120001	1121001	0
chr20	1122001	1123001	0
chr20	1124001	1125001	0
chr20	1125001	1126001	0
chr20	1126001	1127001	0
chr20	1128001	1129001	0
chr20	1130001	1131001	0
chr20	1135001	1136001	0
chr20	1137001	1138001	0
chr20	1138001	1139001	0
chr20	1140001	1141001	0
chr20	1143001	1144001	0
chr20	1144001	1145001	0
chr20	1145001	1146001	0
chr20	1147001	1148001	0
chr20	1172001	1173001	0
chr20	1173001	1174001	0
chr20	1174001	1175001	0
chr20	1179001	1180001	0
chr20	1197001	1198001	0
chr20	1200001	1201001	0
chr20	1203001	1204001	0
chr20	1205001	1206001	0
chr20	1238001	1239001	0
chr20	1240001	1241001	0
chr20	1248001	1249001	0
chr20	1249001	1250001	0
chr20	1250001	1251001	0
chr20	1251001	1252001	0
chr20	1279001	1280001	0
chr20	1281001	1282001	0
chr20	1286001	1287001	0
chr20	1293001	1294001	0
chr20	1294001	1295001	0
chr20	1303001	1304001	0
chr20	1305001	1306001	0
chr20	1321001	1322001	0
chr20	1323001	1324001	0
chr20	1326001	1327001	0
chr20	1337001	1338001	0
chr20	1338001	1339001	0
chr20	1342001	1343001	0
chr20	1357001	1358001	0
chr20	1368001	1369001	0
chr20	1371001	1372001	0
chr20	1372001	1373001	0
chr20	1377001	1378001	0
chr20	1385001	1386001	0
chr20	1398001	1399001	0
chr20	1400001	1401001	0
chr20	1411001	1412001	0
chr20	1414001	1415001	0
chr20	1416001	1417001	0
chr20	1427001	1428001	0
chr20	1430001	1431001	0
chr20	1438001	1439001	0
chr20	1439001	1440001	0
chr20	1442001	1443001	0
chr20	1444001	1445001	0
chr20	1445001	1446001	0
chr20	1447001	1448001	0
chr20	1454001	1455001	0
chr20	1455001	1456001	0
chr20	1457001	1458001	0
chr20	1463001	1464001	0
chr20	1464001	1465001	0
chr20	1467001	1468001	0
chr20	1474001	1475001	0
chr20	1476001	1477001	0
chr20	1478001	1479001	0
chr20	1481001	1482001	0
chr20	1485001	1486001	0
chr20	1486001	1487001	0
chr20	1489001	1490001	0
chr20	1492001	1493001	0
chr20	1493001	1494001	0
chr20	1499001	1500001	0
chr20	1506001	1507001	0
chr20	1518001	1519001	0
chr20	1519001	1520001	0
chr20	1522001	1523001	0
chr20	1523001	1524001	0
chr20	1525001	1526001	0
chr20	1530001	1531001	0
chr20	1533001	1534001	0
chr20	1534001	1535001	0
chr20	1536001	1537001	0
chr20	1537001	1538001	0
chr20	1538001	1539001	0
chr20	1540001	1541001	0
chr20	1542001	1543001	0
chr20	1544001	1545001	0
chr20	1545001	1546001	0
chr20	1546001	1547001	0
chr20	1549001	1550001	0
chr20	1560001	1561001	0
chr20	1564001	1565001	0
chr20	1571001	1572001	0
chr20	1573001	1574001	0
chr20	1577001	1578001	0
chr20	1578001	1579001	0
chr20	1581001	1582001	0
chr20	1582001	1583001	0
chr20	1583001	1584001	0
chr20	1584001	1585001	0
chr20	1586001	1587001	0
chr20	1589001	1590001	0
chr20	1592001	1593001	0
chr20	1600001	1601001	0
chr20	1616001	1617001	0
chr20	1618001	1619001	0
chr20	1620001	1621001	0
chr20	1625001	1626001	0
chr20	1629001	1630001	0
chr20	1630001	1631001	0
chr20	1636001	1637001	0
chr20	1638001	1639001	0
chr20	1643001	1644001	0
chr20	1644001	1645001	0
chr20	1645001	1646001	0
chr20	1664001	1665001	0
chr20	1674001	1675001	0
chr20	1675001	1676001	0
chr20	1679001	1680001	0
chr20	1685001	1686001	0
chr20	1692001	1693001	0
chr20	1755001	1756001	0
chr20	1760001	1761001	0
chr20	1789001	1790001	0
chr20	1805001	1806001	0
chr20	1807001	1808001	0
chr20	1826001	1827001	0
chr20	1839001	1840001	0
chr20	1840001	1841001	0
chr20	1841001	1842001	0
chr20	1857001	1858001	0
chr20	1862001	1863001	0
chr20	1866001	1867001	0
chr20	1867001	1868001	0
chr20	1869001	1870001	0
chr20	1873001	1874001	0
chr20	1874001	1875001	0
chr20	1877001	1878001	0
chr20	1879001	1880001	0
chr20	1888001	1889001	0
chr20	1907001	1908001	0
chr20	1911001	1912001	0
chr20	1915001	1916001	0
chr20	1920001	1921001	0
chr20	1922001	1923001	0
chr20	1938001	1939001	0
chr20	1939001	1940001	0
chr20	1942001	1943001	0
chr20	1957001	1958001	0
chr20	1960001	1961001	0
chr20	1970001	1971001	0
chr20	1974001	1975001	0
chr20	1978001	1979001	0
chr20	1988001	1989001	0
chr20	1989001	1990001	0
chr20	1991001	1992001	0
chr20	1994001	1995001	0
chr20	1996001	1997001	0
chr20	2008001	2009001	0
chr20	2011001	2012001	0
chr20	2018001	2019001	0
chr20	2021001	2022001	0
chr20	2023001	2024001	0
chr20	2026001	2027001	0
chr20	2029001	2030001	0
chr20	2037001	2038001	0
chr20	2042001	2043001	0
chr20	2043001	2044001	0
chr20	2044001	2045001	0
chr20	2046001	2047001	0
chr20	2047001	2048001	0
chr20	2048001	2049001	0
chr20	2053001	2054001	0
chr20	2054001	2055001	0
chr20	2060001	2061001	0
chr20	2063001	2064001	0
chr20	2064001	2065001	0
chr20	2070001	2071001	0
chr20	2074001	2075001	0
chr20	2079001	2080001	0
chr20	2081001	2082001	0
chr20	2087001	2088001	0
chr20	2098001	2099001	0
chr20	2100001	2101001	0
chr20	2125001	2126001	0
chr20	2129001	2130001	0
chr20	2131001	2132001	0
chr20	2134001	2135001	0
chr20	2135001	2136001	0
chr20	2139001	2140001	0
chr20	2143001	2144001	0
chr20	2144001	2145001	0
chr20	2146001	2147001	0
chr20	2151001	2152001	0
chr20	2155001	2156001	0
chr20	2157001	2158001	0
chr20	2161001	2162001	0
chr20	2163001	2164001	0
chr20	2166001	2167001	0
chr20	2167001	2168001	0
chr20	2171001	2172001	0
chr20	2179001	2180001	0
chr20	2182001	2183001	0
chr20	2183001	2184001	0
chr20	2190001	2191001	0
chr20	2194001	2195001	0
chr20	2198001	2199001	0
chr20	2199001	2200001	0
chr20	2218001	2219001	0
chr20	2242001	2243001	0
chr20	2265001	2266001	0
chr20	2269001	2270001	0
chr20	2282001	2283001	0
chr20	2284001	2285001	0
chr20	2288001	2289001	0
chr20	2289001	2290001	0
chr20	2294001	2295001	0
chr20	2295001	2296001	0
chr20	2297001	2298001	0
chr20	2299001	2300001	0
chr20	2300001	2301001	0
chr20	2301001	2302001	0
chr20	2302001	2303001	0
chr20	2303001	2304001	0
chr20	2306001	2307001	0
chr20	2307001	2308001	0
chr20	2308001	2309001	0
chr20	2312001	2313001	0
chr20	2315001	2316001	0
chr20	2319001	2320001	0
chr20	2320001	2321001	0
chr20	2321001	2322001	0
chr20	2327001	2328001	0
chr20	2329001	2330001	0
chr20	2330001	2331001	0
chr20	2335001	2336001	0
chr20	2340001	2341001	0
chr20	2342001	2343001	0
chr20	2345001	2346001	0
chr20	2346001	2347001	0
chr20	2348001	2349001	0
chr20	2353001	2354001	0
chr20	2359001	2360001	0
chr20	2360001	2361001	0
chr20	2371001	2372001	0
chr20	2385001	2386001	0
chr20	2388001	2389001	0
chr20	2393001	2394001	0
chr20	2394001	2395001	0
chr20	2395001	2396001	0
chr20	2396001	2397001	0
chr20	2397001	2398001	0
chr20	2398001	2399001	0
chr20	2412001	2413001	0
chr20	2414001	2415001	0
chr20	2415001	2416001	0
chr20	2420001	2421001	0
chr20	2424001	2425001	0
chr20	2430001	2431001	0
chr20	2443001	2444001	0
chr20	2448001	2449001	0
chr20	2449001	2450001	0
chr20	2455001	2456001	0
chr20	2465001	2466001	0
chr20	2470001	2471001	0
chr20	2472001	2473001	0
chr20	2473001	2474001	0
chr20	2474001	2475001	0
chr20	2478001	2479001	0
chr20	2480001	2481001	0
chr20	2484001	2485001	0
chr20	2496001	2497001	0
chr20	2499001	2500001	0
chr20	2504001	2505001	0
chr20	2505001	2506001	0
chr20	2509001	2510001	0
chr20	2515001	2516001	0
chr20	2518001	2519001	0
chr20	2524001	2525001	0
chr20	2526001	2527001	0
chr20	2538001	2539001	0
chr20	2540001	2541001	0
chr20	2554001	2555001	0
chr20	2556001	2557001	0
chr20	2560001	2561001	0
chr20	2582001	2583001	0
chr20	2584001	2585001	0
chr20	2589001	2590001	0
chr20	2596001	2597001	0
chr20	2598001	2599001	0
chr20	2603001	2604001	0
chr20	2605001	2606001	0
chr20	2606001	2607001	0
chr20	2607001	2608001	0
chr20	2608001	2609001	0
chr20	2611001	2612001	0
chr20	2614001	2615001	0
chr20	2619001	2620001	0
chr20	2623001	2624001	0
chr20	2626001	2627001	0
chr20	2627001	2628001	0
chr20	2639001	2640001	0
chr20	2640001	2641001	0
chr20	2641001	2642001	0
chr20	2656001	2657001	0
chr20	2658001	2659001	0
chr20	2660001	2661001	0
chr20	2661001	2662001	0
chr20	2664001	2665001	0
chr20	2665001	2666001	0
chr20	2670001	2671001	0
chr20	2671001	2672001	0
chr20	2673001	2674001	0
chr20	2680001	2681001	0
chr20	2682001	2683001	0
chr20	2684001	2685001	0
chr20	2685001	2686001	0
chr20	2689001	2690001	0
chr20	2691001	2692001	0
chr20	2694001	2695001	0
chr20	2696001	2697001	0
chr20	2700001	2701001	0
chr20	2703001	2704001	0
chr20	2714001	2715001	0
chr20	2727001	2728001	0
chr20	2730001	2731001	0
chr20	2732001	2733001	0
chr20	2760001	2761001	0
chr20	2761001	2762001	0
chr20	2775001	2776001	0
chr20	2781001	2782001	0
chr20	2783001	2784001	0
chr20	2792001	2793001	0
chr20	2796001	2797001	0
chr20	2798001	2799001	0
chr20	2804001	2805001	0
chr20	2806001	2807001	0
chr20	2812001	2813001	0
chr20	2823001	2824001	0
chr20	2835001	2836001	0
chr20	2841001	2842001	0
chr20	2856001	2857001	0
chr20	2857001	2858001	0
chr20	2862001	2863001	0
chr20	2868001	2869001	0
chr20	2872001	2873001	0
chr20	2874001	2875001	0
chr20	2875001	2876001	0
chr20	2885001	2886001	0
chr20	2886001	2887001	0
chr20	2888001	2889001	0
chr20	2891001	2892001	0
chr20	2909001	2910001	0
chr20	2915001	2916001	0
chr20	2923001	2924001	0
chr20	2934001	2935001	0
chr20	2936001	2937001	0
chr20	2940001	2941001	0
chr20	2942001	2943001	0
chr20	2945001	2946001	0
chr20	2950001	2951001	0
chr20	2951001	2952001	0
chr20	2952001	2953001	0
chr20	2956001	2957001	0
chr20	2957001	2958001	0
chr20	2960001	2961001	0
chr20	2962001	2963001	0
chr20	2966001	2967001	0
chr20	2967001	2968001	0
chr20	2968001	2969001	0
chr20	2974001	2975001	0
chr20	2980001	2981001	0
chr20	2986001	2987001	0
chr20	2990001	2991001	0
chr20	2991001	2992001	0
chr20	2992001	2993001	0
chr20	2993001	2994001	0
chr20	3004001	3005001	0
chr20	3005001	3006001	0
chr20	3006001	3007001	0
chr20	3009001	3010001	0
chr20	3010001	3011001	0
chr20	3013001	3014001	0
chr20	3018001	3019001	0
chr20	3027001	3028001	0
chr20	3028001	3029001	0
chr20	3030001	3031001	0
chr20	3039001	3040001	0
chr20	3076001	3077001	0
chr20	3080001	3081001	0
chr20	3082001	3083001	0
chr20	3084001	3085001	0
chr20	3085001	3086001	0
chr20	3086001	3087001	0
chr20	3087001	3088001	0
chr20	3088001	3089001	0
chr20	3091001	3092001	0
chr20	3092001	3093001	0
chr20	3093001	3094001	0
chr20	3099001	3100001	0
chr20	3110001	3111001	0
chr20	3113001	3114001	0
chr20	3121001	3122001	0
chr20	3124001	3125001	0
chr20	3126001	3127001	0
chr20	3129001	3130001	0
chr20	3140001	3141001	0
chr20	3145001	3146001	0
chr20	3147001	3148001	0
chr20	3150001	3151001	0
chr20	3152001	3153001	0
chr20	3157001	3158001	0
chr20	3173001	3174001	0
chr20	3174001	3175001	0
chr20	3177001	3178001	0
chr20	3178001	3179001	0
chr20	3179001	3180001	0
chr20	3187001	3188001	0
chr20	3188001	3189001	0
chr20	3189001	3190001	0
chr20	3209001	3210001	0
chr20	3211001	3212001	0
chr20	3219001	3220001	0
chr20	3231001	3232001	0
chr20	3236001	3237001	0
chr20	3237001	3238001	0
chr20	3240001	3241001	0
chr20	3241001	3242001	0
chr20	3242001	3243001	0
chr20	3246001	3247001	0
chr20	3250001	3251001	0
chr20	3258001	3259001	0
chr20	3259001	3260001	0
chr20	3261001	3262001	0
chr20	3262001	3263001	0
chr20	3264001	3265001	0
chr20	3266001	3267001	0
chr20	3267001	3268001	0
chr20	3268001	3269001	0
chr20	3270001	3271001	0
chr20	3271001	3272001	0
chr20	3273001	3274001	0
chr20	3274001	3275001	0
chr20	3275001	3276001	0
chr20	3276001	3277001	0
chr20	3277001	3278001	0
chr20	3278001	3279001	0
chr20	3287001	3288001	0
chr20	3289001	3290001	0
chr20	3292001	3293001	0
chr20	3293001	3294001	0
chr20	3295001	3296001	0
chr20	3298001	3299001	0
chr20	3300001	3301001	0
chr20	3301001	3302001	0
chr20	3303001	3304001	0
chr20	3304001	3305001	0
chr20	3306001	3307001	0
chr20	3308001	3309001	0
chr20	3310001	3311001	0
chr20	3312001	3313001	0
chr20	3319001	3320001	0
chr20	3322001	3323001	0
chr20	3325001	3326001	0
chr20	3328001	3329001	0
chr20	3330001	3331001	0
chr20	3333001	3334001	0
chr21	12001	13001	0
chr21	39001	40001	0
chr21	40001	41001	0
chr21	59001	60001	0
chr21	66001	67001	0
chr21	68001	69001	0
chr21	69001	70001	0
chr21	72001	73001	0
chr21	74001	75001	0
chr21	78001	79001	0
chr21	80001	81001	0
chr21	82001	83001	0
chr21	85001	86001	0
chr21	89001	90001	0
chr21	91001	92001	0
chr21	92001	93001	0
chr21	101001	102001	0
chr21	104001	105001	0
chr21	124001	125001	0
chr21	128001	129001	0
chr21	134001	135001	0
chr21	137001	138001	0
chr21	147001	148001	0
chr21	163001	164001	0
chr21	171001	172001	0
chr21	179001	180001	0
chr21	181001	182001	0
chr21	186001	187001	0
chr21	187001	188001	0
chr21	188001	189001	0
chr21	189001	190001	0
chr21	191001	192001	0
chr21	192001	193001	0
chr21	196001	197001	0
chr21	204001	205001	0
chr21	206001	207001	0
chr21	210001	211001	0
chr21	211001	212001	0
chr21	224001	225001	0
chr21	225001	226001	0
chr21	229001	230001	0
chr21	233001	234001	0
chr21	235001	236001	0
chr21	239001	240001	0
chr21	248001	249001	0
chr21	249001	250001	0
chr21	253001	254001	0
chr21	256001	257001	0
chr21	258001	259001	0
chr21	260001	261001	0
chr21	261001	262001	0
chr21	268001	269001	0
chr21	274001	275001	0
chr21	275001	276001	0
chr21	276001	277001	0
chr21	279001	280001	0
chr21	280001	281001	0
chr21	282001	283001	0
chr21	317001	318001	0
chr21	334001	335001	0
chr21	337001	338001	0
chr21	338001	339001	0
chr21	356001	357001	0
chr21	358001	359001	0
chr21	368001	369001	0
chr21	387001	388001	0
chr21	388001	389001	0
chr21	390001	391001	0
chr21	394001	395001	0
chr21	397001	398001	0
chr21	399001	400001	0
chr21	402001	403001	0
chr21	406001	407001	0
chr21	414001	415001	0
chr21	415001	416001	0
chr21	432001	433001	0
chr21	435001	436001	0
chr21	436001	437001	0
chr21	437001	438001	0
chr21	438001	439001	0
chr21	444001	445001	0
chr21	449001	450001	0
chr21	451001	452001	0
chr21	459001	460001	0
chr21	501001	502001	0
chr21	506001	507001	0
chr21	513001	514001	0
chr21	519001	520001	0
chr21	520001	521001	0
chr21	524001	525001	0
chr21	531001	532001	0
chr21	534001	535001	0
chr21	535001	536001	0
chr21	536001	537001	0
chr21	538001	539001	0
chr21	561001	562001	0
chr21	564001	565001	0
chr21	567001	568001	0
chr21	571001	572001	0
chr21	611001	612001	0
chr21	630001	631001	0
chr21	635001	636001	0
chr21	639001	640001	0
chr21	640001	641001	0
chr21	646001	647001	0
chr21	659001	660001	0
chr21	662001	663001	0
chr21	666001	667001	0
chr21	667001	668001	0
chr21	671001	672001	0
chr21	672001	673001	0
chr21	680001	681001	0
chr21	682001	683001	0
chr21	686001	687001	0
chr21	687001	688001	0
chr21	693001	694001	0
chr21	696001	697001	0
chr21	698001	699001	0
chr21	704001	705001	0
chr21	710001	711001	0
chr21	712001	713001	0
chr21	717001	718001	0
chr21	720001	721001	0
chr21	721001	722001	0
chr21	723001	724001	0
chr21	728001	729001	0
chr21	732001	733001	0
chr21	734001	735001	0
chr21	735001	736001	0
chr22	3001	4001	0
chr22	9001	10001	0
chr22	11001	12001	0
chr22	12001	13001	0
chr22	14001	15001	0
chr22	15001	16001	0
chr22	17001	18001	0
chr22	18001	19001	0
chr22	19001	20001	0
chr22	21001	22001	0
chr22	24001	25001	0
chr22	46001	47001	0
chr22	50001	51001	0
chr22	55001	56001	0
chr22	56001	57001	0
chr22	57001	58001	0
chr22	60001	61001	0
chr22	87001	88001	0
chr22	88001	89001	0
chr22	105001	106001	0
chr22	117001	118001	0
chr22	118001	119001	0
chr22	122001	123001	0
chr22	125001	126001	0
chr22	131001	132001	0
chr22	132001	133001	0
chr22	144001	145001	0
chr22	149001	150001	0
chr22	153001	154001	0
chr22	162001	163001	0
chr22	178001	179001	0
chr22	183001	184001	0
chr22	184001	185001	0
chr22	190001	191001	0
chr22	195001	196001	0
chr22	196001	197001	0
chr22	203001	204001	0
chr22	227001	228001	0
chr22	241001	242001	0
chr22	244001	245001	0
chr22	253001	254001	0
chr22	256001	257001	0
chr22	258001	259001	0
chr22	262001	263001	0
chr22	264001	265001	0
chr22	265001	266001	0
chr22	266001	267001	0
chr22	267001	268001	0
chr22	277001	278001	0
chr22	278001	279001	0
chr22	283001	284001	0
chr22	312001	313001	0
chr22	321001	322001	0
chr22	326001	327001	0
chr22	327001	328001	0
chr22	329001	330001	0
chr22	330001	331001	0
chr22	343001	344001	0
chr22	348001	349001	0
chr22	354001	355001	0
chr22	366001	367001	0
chr22	376001	377001	0
chr22	377001	378001	0
chr22	379001	380001	0
chr22	409001	410001	0
chr22	419001	420001	0
chr22	444001	445001	0
chr22	447001	448001	0
chr22	450001	451001	0
chr22	472001	473001	0
chr22	474001	475001	0
chr22	492001	493001	0
chr22	495001	496001	0
chr22	529001	530001	0
chr22	531001	532001	0
chr22	532001	533001	0
chr22	533001	534001	0
chr22	534001	535001	0
chr22	535001	536001	0
chr22	540001	541001	0
chr22	545001	546001	0
chr22	546001	547001	0
chr22	547001	548001	0
chr22	548001	549001	0
chr22	549001	550001	0
chr22	550001	551001	0
chr22	551001	552001	0
chr22	553001	554001	0
chr22	557001	558001	0
chr22	558001	559001	0
chr22	568001	569001	0
chr22	575001	576001	0
chr22	620001	621001	0
chr22	649001	650001	0
chr22	652001	653001	0
chr23	5001	6001	0
chr23	6001	7001	0
chr23	8001	9001	0
chr23	9001	10001	0
chr23	17001	18001	0
chr23	19001	20001	0
chr23	30001	31001	0
chr23	31001	32001	0
chr23	32001	33001	0
chr23	33001	34001	0
chr23	36001	37001	0
chr23	37001	38001	0
chr23	44001	45001	0
chr23	50001	51001	0
chr23	51001	52001	0
chr23	53001	54001	0
chr23	54001	55001	0
chr23	61001	62001	0
chr23	64001	65001	0
chr23	66001	67001	0
chr23	67001	68001	0
chr23	69001	70001	0
chr23	71001	72001	0
chr23	73001	74001	0
chr23	76001	77001	0
chr23	87001	88001	0
chr23	89001	90001	0
chr23	94001	95001	0
chr23	98001	99001	0
chr23	100001	101001	0
chr23	101001	102001	0
chr23	107001	108001	0
chr23	122001	123001	0
chr23	131001	132001	0
chr23	135001	136001	0
chr23	138001	139001	0
chr23	140001	141001	0
chr23	143001	144001	0
chr23	144001	145001	0
chr23	145001	146001	0
chr23	146001	147001	0
chr23	149001	150001	0
chr23	150001	151001	0
chr23	161001	162001	0
chr23	163001	164001	0
chr23	173001	174001	0
chr23	190001	191001	0
chr23	195001	196001	0
chr23	196001	197001	0
chr23	201001	202001	0
chr23	204001	205001	0
chr23	206001	207001	0
chr23	212001	213001	0
chr23	213001	214001	0
chr23	214001	215001	0
chr23	215001	216001	0
chr23	216001	217001	0
chr23	220001	221001	0
chr23	222001	223001	0
chr23	226001	227001	0
chr23	227001	228001	0
chr23	228001	229001	0
chr23	242001	243001	0
chr23	243001	244001	0
chr23	251001	252001	0
chr23	255001	256001	0
chr23	258001	259001	0
chr23	262001	263001	0
chr23	277001	278001	0
chr23	326001	327001	0
chr23	336001	337001	0
chr23	349001	350001	0
chr23	356001	357001	0
chr23	371001	372001	0
chr23	372001	373001	0
chr23	380001	381001	0
chr23	393001	394001	0
chr23	398001	399001	0
chr23	408001	409001	0
chr23	413001	414001	0
chr23	416001	417001	0
chr23	424001	425001	0
chr23	427001	428001	0
chr23	430001	431001	0
chr23	432001	433001	0
chr23	433001	434001	0
chr23	442001	443001	0
chr23	447001	448001	0
chr23	448001	449001	0
chr23	450001	451001	0
chr23	454001	455001	0
chr23	459001	460001	0
chr23	478001	479001	0
chr23	481001	482001	0
chr23	482001	483001	0
chr23	487001	488001	0
chr23	488001	489001	0
chr23	490001	491001	0
chr23	497001	498001	0
chr23	502001	503001	0
chr23	510001	511001	0
chr23	512001	513001	0
chr23	513001	514001	0
chr23	515001	516001	0
chr23	516001	517001	0
chr23	519001	520001	0
chr23	520001	521001	0
chr23	521001	522001	0
chr23	523001	524001	0
chr23	524001	525001	0
chr23	525001	526001	0
chr23	528001	529001	0
chr23	529001	530001	0
chr23	530001	531001	0
chr23	536001	537001	0
chr23	538001	539001	0
chr23	540001	541001	0
chr23	541001	542001	0
chr23	551001	552001	0
chr23	560001	561001	0
chr23	568001	569001	0
chr23	571001	572001	0
chr23	584001	585001	0
chr23	586001	587001	0
chr23	587001	588001	0
chr23	592001	593001	0
chr23	600001	601001	0
chr23	602001	603001	0
chr23	603001	604001	0
chr23	604001	605001	0
chr23	605001	606001	0
chr23	606001	607001	0
chr23	607001	608001	0
chr23	608001	609001	0
chr23	610001	611001	0
chr23	611001	612001	0
chr23	612001	613001	0
chr23	615001	616001	0
chr23	616001	617001	0
chr23	622001	623001	0
chr23	624001	625001	0
chr23	627001	628001	0
chr23	628001	629001	0
chr23	629001	630001	0
chr23	631001	632001	0
chr23	637001	638001	0
chr23	642001	643001	0
chr23	644001	645001	0
chr23	647001	648001	0
chr23	650001	651001	0
chr23	654001	655001	0
chr23	656001	657001	0
chr23	659001	660001	0
chr23	663001	664001	0
chr23	664001	665001	0
chr23	665001	666001	0
chr23	667001	668001	0
chr23	669001	670001	0
chr23	670001	671001	0
chr23	673001	674001	0
chr23	675001	676001	0
chr23	681001	682001	0
chr23	683001	684001	0
chr23	684001	685001	0
chr23	685001	686001	0
chr23	689001	690001	0
chr23	704001	705001	0
chr23	706001	707001	0
chr23	707001	708001	0
chr23	709001	710001	0
chr23	715001	716001	0
chr23	716001	717001	0
chr23	717001	718001	0
chr23	719001	720001	0
chr23	722001	723001	0
chr23	723001	724001	0
chr23	724001	725001	0
chr23	727001	728001	0
chr23	729001	730001	0
chr23	731001	732001	0
chr23	734001	735001	0
chr23	736001	737001	0
chr23	740001	741001	0
chr24	5001	6001	0
chr24	9001	10001	0
chr24	10001	11001	0
chr24	11001	12001	0
chr24	13001	14001	0
chr24	15001	16001	0
chr24	17001	18001	0
chr24	19001	20001	0
chr24	21001	22001	0
chr24	23001	24001	0
chr24	27001	28001	0
chr24	31001	32001	0
chr24	32001	33001	0
chr24	36001	37001	0
chr24	37001	38001	0
chr24	38001	39001	0
chr24	42001	43001	0
chr24	43001	44001	0
chr24	46001	47001	0
chr24	50001	51001	0
chr24	52001	53001	0
chr24	53001	54001	0
chr24	54001	55001	0
chr24	55001	56001	0
chr24	56001	57001	0
chr24	58001	59001	0
chr24	59001	60001	0
chr24	61001	62001	0
chr24	62001	63001	0
chr24	63001	64001	0
chr24	64001	65001	0
chr24	67001	68001	0
chr24	69001	70001	0
chr24	72001	73001	0
chr24	73001	74001	0
chr24	84001	85001	0
chr24	85001	86001	0
chr24	86001	87001	0
chr24	88001	89001	0
chr24	91001	92001	0
chr24	97001	98001	0
chr24	99001	100001	0
chr24	116001	117001	0
chr24	129001	130001	0
chr24	130001	131001	0
chr24	133001	134001	0
chr24	136001	137001	0
chr24	141001	142001	0
chr24	143001	144001	0
chr24	149001	150001	0
chr24	161001	162001	0
chr24	164001	165001	0
chr24	173001	174001	0
chr24	175001	176001	0
chr24	186001	187001	0
chr24	209001	210001	0
chr24	214001	215001	0
chr24	218001	219001	0
chr24	224001	225001	0
chr24	230001	231001	0
chr24	233001	234001	0
chr24	235001	236001	0
chr24	237001	238001	0
chr24	241001	242001	0
chr24	242001	243001	0
chr24	248001	249001	0
chr24	250001	251001	0
chr24	252001	253001	0
chr24	254001	255001	0
chr24	255001	256001	0
chr24	258001	259001	0
chr24	259001	260001	0
chr24	264001	265001	0
chr24	266001	267001	0
chr24	267001	268001	0
chr24	268001	269001	0
chr24	271001	272001	0
chr24	274001	275001	0
chr24	275001	276001	0
chr24	276001	277001	0
chr24	281001	282001	0
chr24	283001	284001	0
chr24	290001	291001	0
chr24	293001	294001	0
chr24	295001	296001	0
chr24	298001	299001	0
chr24	299001	300001	0
chr24	305001	306001	0
chr24	311001	312001	0
chr24	313001	314001	0
chr24	314001	315001	0
chr24	315001	316001	0
chr24	316001	317001	0
chr24	320001	321001	0
chr24	321001	322001	0
chr24	323001	324001	0
chr24	326001	327001	0
chr24	329001	330001	0
chr24	330001	331001	0
