Chromosome	Start	Final	Expression
chr30	840057	841886	8.162916853
chr30	845999	850057	5.995125278
chr30	855123	859094	8.02702872
chr30	861822	862002	5.354656595
chr30	863204	863658	5.354656595
chr30	870687	871844	6.363764445
chr30	873818	874510	5.367950494
chr30	878334	879137	5.792962272
chr30	883744	884244	4.423638744
chr30	890939	891235	5.462396013
chr30	891349	892542	5.462396013
chr30	892575	893507	5.462396013
chr30	895185	895630	5.557942263
chr30	895852	898201	5.557942263
chr30	899817	902066	5.230446731
chr30	906531	907889	5.558323845
chr30	908488	908874	8.612840437
chr30	911062	913551	6.498635421
chr30	917886	921629	8.887017401
chr30	923489	925471	5.940313146
chr30	928998	930434	6.076418721
chr30	932101	933828	5.382375603
chr30	936708	937283	4.50494976
chr30	940825	941367	5.511895481
chr30	946682	948332	5.323752885
chr30	949161	949771	5.323752885
chr30	951407	951619	5.323752885
chr30	951853	952746	3.50769762
chr30	955356	957263	6.59353517
chr30	959706	961526	6.985427294
chr30	965008	966423	5.945933636
chr30	967020	967406	9.312795944
chr30	969440	970942	5.648899038
chr30	973027	974586	6.534923913
chr30	978878	980353	5.50265862
chr30	981873	982940	5.628106938
chr30	984002	984502	4.223239842
chr30	985868	988291	6.831560696
chr30	990735	991883	5.517596013
chr30	994865	996016	5.543168897
chr30	1000411	1003650	7.131300908
chr30	1007632	1008666	5.031822269
chr30	1010433	1012736	5.760445329
chr30	1015234	1017891	6.732508946
chr30	1020971	1024081	6.213128085
chr30	1026786	1027640	6.460127946
chr30	1032162	1034633	6.432400112
chr30	1037320	1041096	7.215461904
chr30	1045811	1047170	5.863674145
chr30	1047357	1048396	5.863674145
chr30	1052396	1054702	5.350588259
chr30	1062484	1064223	5.150467548
chr30	1067570	1068787	5.175037903
chr30	1073295	1075793	6.567299275
chr30	1077155	1084030	7.280201043
chr30	1085660	1087066	6.366982895
chr30	1089490	1089948	5.148888564
chr30	1090737	1091765	6.557216614
chr30	1092179	1094044	6.818197922
chr30	1095275	1096663	5.716403586
chr30	1099821	1100369	4.102883467
chr30	1102951	1103628	4.461783333
chr30	1105635	1106216	4.146750396
chr30	1108195	1109331	10.92166896
chr30	1109827	1112553	5.575311789
chr30	1115349	1116368	6.749708366
chr30	1118368	1119462	5.904691337
chr30	1124137	1124844	6.529177264
chr30	1128508	1133001	6.37815544
chr30	1134527	1136125	6.635737424
chr30	1136879	1138027	5.659766232
chr30	1143311	1145752	5.238957145
chr30	1150660	1152015	5.295796396
chr30	1154036	1157632	7.623337536
chr30	1165448	1166059	4.29362104
chr30	1170280	1170963	4.665764083
chr30	1179058	1179762	4.601661318
chr30	1182105	1182764	5.486378621
chr30	1184127	1184714	6.955637485
chr30	1185715	1186806	10.14438013
chr30	1189076	1190569	6.796319945
chr30	1192877	1193359	4.998486748
chr30	1194057	1194443	4.883854617
chr30	1195269	1195694	3.956325427
chr30	1196560	1197108	4.463039817
chr30	1199019	1201493	6.400384332
chr30	1203176	1205554	5.593246512
chr30	1207001	1209367	6.750590355
chr30	1211705	1214356	6.911323028
chr30	1216519	1219854	6.844870518
chr30	1221655	1221951	5.633245674
chr30	1222976	1225759	6.469815739
chr30	1227502	1228692	7.617386393
chr30	1229750	1234738	7.350604247
chr30	1235676	1236443	3.914641775
chr30	1238808	1239905	5.029376882
chr30	1240795	1242351	6.05056528
chr30	1244272	1245909	5.307604384
chr30	1250452	1252182	5.038959645
chr30	1258140	1260077	5.712478523
chr30	1260967	1261825	5.100248234
chr30	1262520	1263217	5.100248234
chr30	1265455	1269405	6.807663065
chr30	1270006	1272678	6.111793148
chr30	1273728	1276982	7.441824868
chr30	1277331	1277771	3.632015774
chr30	1278763	1280370	3.829090009
chr30	1280877	1281668	4.044449034
chr30	1282325	1283545	5.085036256
chr30	1284366	1285685	5.157337237
chr30	1287208	1291041	5.663291287
chr30	1294623	1295564	5.26755958
chr30	1298080	1298580	5.021323007
chr30	1301109	1301822	4.996079903
chr30	1304114	1304650	7.36715069
chr30	1308627	1309433	6.568908248
chr30	1310955	1311794	6.693171753
chr30	1312628	1313543	6.363076914
chr30	1315343	1317219	6.363076914
chr30	1318283	1319101	5.993553851
chr30	1319770	1320405	5.172898856
chr30	1321152	1323182	5.736581943
chr30	1323900	1324349	6.732225474
chr30	1325100	1325960	4.898834477
chr30	1326671	1330393	6.280477528
chr30	1330911	1332248	4.716941775
chr30	1332856	1333107	4.182132876
chr30	1334479	1335225	5.184822411
chr30	1336786	1338090	5.990008468
chr30	1338772	1339524	5.079382406
chr30	1342914	1344158	7.316906634
chr30	1344886	1345863	5.658411338
chr30	1348645	1349970	6.618468022
chr30	1352899	1359441	8.563321429
chr30	1360179	1363142	5.848459966
chr30	1364734	1370469	7.308485279
chr30	1371767	1372054	5.497606241
chr30	1372145	1372342	5.497606241
chr30	1372416	1373027	5.497606241
chr30	1375037	1376404	5.981857995
chr30	1376920	1378278	3.915500908
chr30	1378959	1384229	6.247098289
chr30	1385901	1386224	4.326278658
chr30	1387229	1387975	5.16479061
chr30	1388612	1389136	5.960500917
chr30	1392479	1393777	6.543302386
chr30	1396536	1397834	7.048740358
chr30	1401454	1402351	7.216746767
chr30	1403218	1406444	7.216746767
chr30	1407640	1408293	4.60425195
chr30	1408753	1409319	5.454594329
chr30	1410477	1413017	7.406185285
chr30	1413942	1415690	6.383685964
chr30	1416479	1418542	5.549861577
chr30	1419108	1420265	5.999895203
chr30	1420615	1420974	4.158377879
chr30	1421431	1425840	7.035269613
chr30	1426693	1427982	5.587109134
chr31	181520	182155	8.323428687
chr31	182753	183535	5.971185838
chr31	184062	185153	7.570706678
chr31	186251	186703	7.513856193
chr31	189443	189880	3.910007355
chr31	191011	192546	6.18743744
chr31	195574	195915	6.321030119
chr31	196912	197448	5.948922252
chr31	199225	200979	5.334922972
chr31	201995	203752	5.303147759
chr31	204807	205757	6.648040835
chr31	206583	209015	6.040488201
chr31	210132	211223	4.057946552
chr31	212629	213753	5.819480552
chr31	214594	215136	8.52673311
chr31	217752	219566	7.779313832
chr31	221162	222010	5.226621427
chr31	222940	223569	4.869317055
chr31	224895	225803	4.81751149
chr31	228177	231530	7.521491515
chr31	233332	234012	4.723152604
chr31	236044	236604	5.071162783
chr31	239302	240006	5.037100121
chr31	245659	246549	4.857204803
chr31	247466	247816	3.593773709
chr31	249422	250990	5.407741568
chr31	253421	255161	6.589689326
chr31	256577	257640	6.589689326
chr31	258266	258973	10.93509297
chr31	260609	261499	5.133046728
chr31	262528	267459	5.589990754
chr31	269850	273242	7.462896632
chr31	274829	275326	4.877668851
chr31	276738	280034	7.750808164
chr31	284656	289248	5.4254011
chr31	298190	299029	4.467716839
chr31	303652	305061	6.542732278
chr31	306240	307799	6.23307559
chr31	313721	316012	6.290105829
chr31	316877	318586	5.855350813
chr31	320868	321341	3.704340062
chr31	321681	321821	6.227118166
chr31	322484	323962	6.227118166
chr31	325794	326333	10.66206954
chr31	327706	328917	6.456018401
chr31	330478	331341	5.523949146
chr31	331875	333056	5.233758977
chr31	335187	337868	6.146855454
chr31	339844	340218	5.709620303
chr31	345537	347648	5.745977525
chr31	348677	351859	5.813740781
chr31	352868	355672	6.349130464
chr31	358895	359710	6.390036879
chr31	360743	366415	6.325064452
chr31	370733	372409	3.561835301
chr31	384372	385601	4.495568981
chr31	388247	392683	5.725498073
chr31	393751	395367	6.987772718
chr31	398624	399874	6.200540405
chr31	401743	404178	6.92016053
chr31	404984	405634	4.750258064
chr31	406397	408139	5.741864426
chr31	409869	410486	5.169759553
chr31	412035	413840	5.719442629
chr31	415529	415774	4.885415082
chr31	417122	417688	5.684107083
chr31	419811	424700	6.903010953
chr31	426290	429403	7.135518671
chr31	430674	431756	5.131649766
chr31	432803	433816	4.88721476
chr31	435229	440070	5.577633403
chr31	441325	443607	5.495119325
chr31	445146	446060	4.497311105
chr31	450843	451988	4.909957594
chr31	453763	454842	5.698505885
chr31	455587	457569	6.302711854
chr31	458724	460415	4.342113263
chr31	461204	462028	6.906630086
chr31	463087	465492	6.135118372
chr31	466680	469073	5.81084314
chr31	470366	471580	5.448997518
chr31	472718	475450	7.149959933
chr31	476700	478301	5.72901905
chr31	479374	480810	5.979085375
chr31	485668	487971	6.449571707
chr31	491042	491641	5.285991014
chr31	492254	492538	3.488900312
chr31	494929	496635	4.992587635
chr31	499365	500180	4.882895605
chr31	501003	502256	6.179661891
chr31	502946	504577	5.653415088
chr31	505826	507718	6.288944458
chr31	509210	513838	6.576920652
chr31	514605	516083	5.110347748
chr31	518838	522167	5.083830112
chr31	525678	528068	6.508823934
chr31	1165076	1167631	7.534475492
chr31	1167991	1168548	4.830195647
chr31	1169554	1169877	5.574869965
chr31	1171000	1171449	7.072336069
chr31	1172552	1173760	6.138862657
chr31	1174493	1177135	8.19716496
chr31	1179697	1182024	6.528609823
chr31	1182708	1183697	5.450671878
chr31	1186423	1187349	6.07044679
chr31	1189740	1192829	6.879969987
chr31	1194774	1198052	6.387273205
chr31	1199212	1199565	4.165070746
chr31	1200938	1202887	5.096334958
chr31	1204070	1206748	5.938465383
chr31	1209380	1213927	5.841890828
chr31	1214605	1216446	5.520180835
chr31	1217204	1220092	6.445738348
chr31	1222428	1223687	10.09641794
chr31	1225663	1227102	5.609548708
chr31	1228567	1230219	6.611337457
chr31	1230428	1232617	6.611337457
chr31	1232704	1235700	6.611337457
chr31	1237856	1239940	5.617070129
chr31	1241348	1241845	5.165758232
chr31	1243064	1245085	5.564668842
chr31	1245889	1246236	5.859743238
chr31	1246262	1249096	5.859743238
chr31	1250488	1254456	6.109918725
chr31	1255247	1255903	5.407170824
chr31	1263689	1265569	3.976026625
chr31	1275000	1276277	5.238086456
chr31	1281392	1284988	5.574303214
chr31	1287083	1290403	6.941353982
chr31	1293159	1293998	6.976434499
chr31	1295705	1297345	5.914164538
chr31	1303179	1305626	6.004333674
chr31	1307729	1308451	6.109177437
chr31	1309968	1311176	5.643883794
chr31	1312175	1313605	6.624574205
chr31	1317214	1318515	5.635925193
chr31	1320620	1320964	4.056425703
chr31	1321838	1325176	5.411207617
chr31	1328365	1332318	5.899705061
chr31	1335073	1337502	5.912247581
chr31	1338779	1341433	5.112773516
chr31	1342230	1345049	4.812178913
chr31	1346363	1348126	5.905140014
chr31	1351285	1353093	7.109584254
chr31	1354177	1362627	6.485158136
chr31	1363685	1365982	5.791765742
chr31	1367932	1372513	3.955202142
chr31	1372560	1373035	3.955202142
chr31	1373832	1376426	4.733935417
chr31	1379065	1380960	6.925190541
chr31	1383129	1384067	3.295026387
chr31	1384969	1386675	4.205456994
chr31	1387619	1389529	4.742521503
chr31	1391017	1391256	3.554834569
chr31	1392422	1394476	4.893939583
chr31	1395645	1396550	5.478059163
chr31	1398565	1399896	5.022290168
chr31	1400886	1401269	3.705136498
chr31	1402090	1403811	4.21087773
chr31	1404689	1408387	5.562373082
chr31	1409135	1409473	6.503844276
chr31	1410321	1410923	4.350343244
chr31	1411677	1412120	5.090403959
chr31	1413395	1414249	3.550300045
chr31	1414800	1416104	4.358150234
chr31	1416574	1417815	7.247251479
chr31	1418665	1419164	7.247251479
chr31	1420055	1421144	7.247251479
chr31	1424623	1427403	6.020060353
chr31	1428585	1431005	6.353780849
chr31	1431654	1432061	3.329194407
chr31	1433348	1435189	5.351261973
chr31	1435859	1436476	3.803758613
chr31	1437300	1437767	3.919212482
chr31	1438477	1439358	4.653573949
chr31	1440162	1441988	5.297673578
chr31	1443052	1443450	6.070887015
chr31	1445502	1445897	4.496665571
chr31	1447646	1447915	5.64590172
chr31	1449585	1450007	5.64590172
chr31	1450612	1452336	6.273663655
chr31	1453218	1454393	6.044767211
chr31	1455795	1456346	4.976922821
chr31	1457364	1458044	5.113223701
chr31	1458963	1459943	5.269472487
chr31	1461591	1464467	6.305741882
chr31	1466637	1469789	6.398892768
chr31	1473311	1474396	5.996280479
chr31	1475966	1477114	5.266453437
chr31	1479111	1479893	9.879677553
chr31	1480906	1481835	4.24442579
chr31	1483349	1485769	5.89634766
chr31	1490524	1502970	7.86736846
chr31	1504236	1505903	4.865748667
chr31	1506805	1509789	6.148302718
chr31	1510603	1511160	5.509843027
chr31	1512278	1514377	8.127989824
chr31	1515401	1516216	3.572839934
chr31	1519246	1520010	5.339705591
chr31	1520898	1522646	6.279414463
chr31	95	162	1.724251188
chr31	909	1015	1.724251188
chr31	2378	2782	5.316359346
chr31	3705	5189	7.06431739
chr31	8884	9987	5.329468624
chr31	14576	15721	6.716194481
chr31	17988	19031	6.326858487
chr31	19703	21112	4.794647832
chr31	21645	22568	5.749864495
chr31	23486	24751	6.513849543
chr31	26898	27812	5.091896126
chr31	30794	31489	6.229367907
chr31	33225	34160	5.779529714
chr31	36134	39502	6.22232102
chr31	41901	42620	6.277206434
chr31	44026	47154	5.81158378
chr31	48457	51456	6.643853906
chr31	52513	54405	6.354707441
chr31	55154	55429	4.646506871
chr31	56144	57070	5.145907729
chr31	57817	58167	3.494044798
chr31	59057	61369	4.061020595
chr31	62259	63605	5.68923296
chr31	64579	66171	6.190225932
chr31	68068	71148	6.639459134
chr31	73426	73701	6.304881891
chr31	74764	78024	4.304369995
chr31	80286	86645	5.652506382
chr31	88146	92234	6.3711727
chr31	95509	99399	6.723420867
chr31	100804	101508	4.510748591
chr31	102780	103811	3.225265409
chr31	104845	107130	5.74584228
chr31	108161	113128	7.143417107
chr31	114239	115165	3.941474406
chr31	116702	121432	6.314329973
chr31	122830	125520	5.652487708
chr31	127505	128908	6.372909362
chr31	130009	131109	4.729088683
chr31	131941	134622	6.970671549
chr31	136700	138250	4.518811235
chr31	139489	140568	5.620905894
chr31	154503	156371	6.70516158
chr31	157292	159574	5.10288266
chr31	160509	162665	4.770945672
chr31	163859	164359	10.07783134
chr31	165996	166871	5.771849554
chr31	168003	168797	10.36710888
chr31	170350	171192	5.734357506
chr31	172113	174956	7.480426989
chr31	176613	177226	6.428710134
chr31	177821	178019	6.428710134
chr31	178494	179645	6.807911102
chr31	531109	532167	2.786971433
chr31	533854	536112	5.792378001
chr31	537648	542726	5.525724152
chr31	543498	544730	4.273241969
chr31	545414	547486	5.473855237
chr31	549452	553225	5.68988884
chr31	554644	555054	4.515813582
chr31	555926	556390	4.658873257
chr31	557265	566900	7.25098711
chr31	568290	569129	5.715389935
chr31	570311	572284	7.103311387
chr31	576090	576662	4.436514169
chr31	577494	578633	5.213660877
chr31	580251	582410	6.074452986
chr31	586455	589109	5.456041565
chr31	590500	592059	5.742764117
chr31	595091	595825	4.04382708
chr31	599837	601165	5.098442644
chr31	602144	604774	4.570438142
chr31	605840	608035	5.323862219
chr31	610780	612045	6.834234443
chr31	613210	616023	4.801143386
chr31	617009	618991	4.373272778
chr31	623076	623951	4.548610853
chr31	625419	627722	4.925826884
chr31	631684	632436	3.195869635
chr31	633461	634129	4.647133268
chr31	636105	638867	5.453595849
chr31	640774	644178	5.581459351
chr31	645299	646180	3.656944632
chr31	647772	648182	7.041742143
chr31	651065	652756	4.531608158
chr31	655575	658091	4.355211258
chr31	659423	661438	4.068733912
chr31	662920	665100	4.732393847
chr31	666486	667457	5.063094172
chr31	671285	671674	2.719199229
chr31	673525	675864	5.889835323
chr31	677747	679366	5.772291788
chr31	680571	682112	6.087334943
chr31	682935	683474	4.781335159
chr31	684262	686127	4.476121788
chr31	687302	688015	5.470495233
chr31	688860	689321	4.137960764
chr31	693858	695825	5.107900329
chr31	702096	702683	6.763104084
chr31	704611	705237	5.536285683
chr31	707640	708290	4.920015407
chr31	709433	711217	6.251184171
chr31	712002	713246	4.277696757
chr31	715206	716969	5.08426807
chr31	719375	719851	2.790180923
chr31	723260	725512	4.207812049
chr31	728512	732729	5.412189115
chr31	733814	735634	4.014326259
chr31	737389	739593	6.291382096
chr31	742444	744078	6.450817761
chr31	748328	750682	6.521689362
chr31	752105	753076	4.970173402
chr31	756088	757371	4.890656456
chr31	759911	760792	6.834680095
chr31	762384	763814	4.888427961
chr31	768854	769609	3.054976752
chr31	770537	770983	4.02464725
chr31	771990	774212	5.920876148
chr31	775932	776258	3.742728883
chr31	777607	778716	5.937083485
chr31	779824	780711	4.704674876
chr31	782175	782840	6.211842269
chr31	785636	786271	4.145337881
chr31	787900	790512	6.574409464
chr31	792195	792470	3.503839665
chr31	793159	795354	5.298689775
chr31	798777	799781	4.402618455
chr31	801606	803249	6.872527127
chr31	803883	804899	5.219138807
chr31	806181	809078	5.314027932
chr31	813975	816590	5.231477707
chr31	818025	818939	7.040977426
chr31	818954	820063	7.040977426
chr31	821408	822619	5.272872491
chr31	823545	823946	3.084174505
chr31	825587	828835	8.266199167
chr31	830035	831699	6.043761549
chr31	833625	834002	3.040553156
chr31	834581	838498	5.425062807
chr31	842377	844212	6.732764331
chr31	845753	846454	6.667386487
chr31	847843	849762	6.265341562
chr31	850796	853846	5.741426587
chr31	854611	855253	8.646475878
chr31	856918	858353	8.646475878
chr31	858392	861406	8.646475878
chr31	862762	865086	7.089622276
chr31	866011	869391	5.935914452
chr31	874371	875486	5.662216746
chr31	883388	883951	7.648835595
chr31	885233	889630	7.800049864
chr31	891323	892177	6.827602255
chr31	894817	895323	5.419873859
chr31	895470	896480	5.419873859
chr31	899292	900653	3.964514365
chr31	901607	905290	5.651089258
chr31	906776	908089	5.445490149
chr31	913345	914361	4.926644473
chr31	915522	917411	4.629648752
chr31	918243	920777	6.793076403
chr31	922701	923537	4.168051866
chr31	925551	927338	6.486430012
chr31	928406	929977	5.82811106
chr31	931627	932667	5.755545251
chr31	933258	935495	4.615984003
chr31	937620	945200	7.685812228
chr31	946537	949197	5.106069919
chr31	950167	951408	4.31081774
chr31	952337	953722	5.669639052
chr31	955149	956219	5.723181044
chr31	957323	960256	4.091833722
chr31	967249	967653	5.127379168
chr31	968280	972149	4.821935456
chr31	973414	973902	5.136892682
chr31	974871	975671	4.414569677
chr31	976647	978644	5.674123447
chr31	979874	982651	5.740534719
chr31	986087	988963	4.999412691
chr31	990232	992253	5.84053652
chr31	993277	998109	5.580480397
chr31	999349	1000608	5.13552172
chr31	1001267	1004083	5.393840152
chr31	1005121	1006215	5.891137592
chr31	1007452	1007850	4.481715752
chr31	1008994	1010913	5.442212815
chr31	1013962	1016958	6.868470499
chr31	1018785	1019696	7.174098465
chr31	1021551	1022492	5.125267267
chr31	1025597	1026796	8.39941619
chr31	1029989	1036096	5.974750599
chr31	1036690	1037451	6.27660408
chr31	1041134	1042594	10.74841903
chr31	1043805	1046324	5.999011985
chr31	1048880	1050034	5.988409277
chr31	1051475	1051879	9.658843241
chr31	1052805	1056191	6.219722752
chr31	1057839	1058243	9.509711761
chr31	1059196	1059645	4.46062159
chr31	1060462	1063476	5.517004701
chr31	1064568	1064951	4.021225412
chr31	1066517	1071091	6.679063041
chr31	1072262	1074904	5.412215558
chr31	1078526	1081369	6.156126874
chr31	1083694	1086981	5.241421654
chr31	1087697	1088740	3.796380511
chr31	1090472	1094569	5.784345509
chr31	1096201	1097547	5.819414746
chr31	1099078	1100304	5.972649632
chr31	1101932	1105303	6.007653662
chr31	1106204	1107889	4.876120802
chr31	1109170	1111080	5.764915745
chr31	1112821	1115073	5.643298413
chr31	1118423	1119919	6.033302325
chr31	1121822	1124122	5.661068851
chr31	1128392	1129711	5.263994391
chr31	1130553	1131436	8.780615675
chr31	1133753	1135592	8.780615675
chr31	1138126	1142148	6.902584844
chr31	1143667	1145850	6.832832843
chr31	1146450	1148366	4.67545548
chr31	1149670	1151484	6.393138879
chr31	1152419	1152907	7.999729315
chr31	1153508	1153963	7.246642502
chr31	1154342	1156519	6.591959568
chr31	1156926	1157303	5.773536861
chr31	1157593	1158162	5.930433917
chr32	55330	55650	4.258281595
chr32	209424	209801	7.360258641
chr32	210407	211660	7.339380113
chr32	212652	214190	5.302457875
chr32	215047	215886	5.983534135
chr32	217688	221899	6.892127736
chr32	223640	224098	5.893569188
chr32	225138	227480	5.251977459
chr32	228563	230053	6.824011592
chr32	233267	233731	4.68212233
chr32	234385	235554	5.315129277
chr32	236470	238359	5.104124474
chr32	239424	240011	9.947029204
chr32	240753	242279	3.863175005
chr32	243066	244181	3.80084109
chr32	245266	247773	5.21557581
chr32	250873	252060	4.884956031
chr32	253500	254762	4.615596765
chr32	256897	257322	3.694853835
chr32	261174	264554	6.689526876
chr32	268864	273492	6.417625158
chr32	275281	280551	5.711926459
chr32	281258	282589	12.21665599
chr32	284580	285911	12.08547313
chr32	288198	290390	8.142666498
chr32	292600	294729	4.515890375
chr32	295324	298110	5.274359564
chr32	298939	300189	4.313527762
chr32	300974	302452	5.230464424
chr32	304205	305230	5.461630696
chr32	306520	306864	5.017724641
chr32	309277	311025	7.314085102
chr32	312573	312926	5.999599034
chr32	313935	314594	10.37280504
chr32	315622	318266	5.926203837
chr32	319983	320766	5.926203837
chr32	322242	325775	5.574983446
chr32	326534	331699	6.858475905
chr32	335409	336686	6.031547196
chr32	339523	341319	5.076010844
chr32	344499	345557	4.601901022
chr32	346880	347311	5.643787686
chr32	350009	353401	6.52767825
chr32	356616	360212	6.63905798
chr32	366280	369195	5.998325985
chr32	371994	373466	5.551567714
chr32	374147	374680	5.495277781
chr32	378456	379808	5.950772937
chr32	380386	381672	6.452272355
chr32	383206	386472	5.337322707
chr32	387195	387926	5.383870745
chr32	390860	392197	4.878080673
chr32	394658	395272	5.383773952
chr32	398302	401193	6.369003621
chr32	402622	404970	7.276294732
chr32	405990	406958	5.252625471
chr32	409674	411611	6.710974646
chr32	412543	412890	6.710974646
chr32	415411	416769	6.111784733
chr32	418606	421134	6.133825406
chr32	429774	430244	6.111066132
chr32	432543	436715	6.37155886
chr32	437734	438993	4.499770919
chr32	440417	443023	4.957037607
chr32	443772	445742	7.067156035
chr32	446786	447880	5.131056612
chr32	449094	451496	5.098176985
chr32	452592	454433	4.320149897
chr32	455456	457214	5.459568395
chr32	457737	458086	5.459568395
chr32	458926	460116	4.331071753
chr32	461231	462181	4.401272558
chr32	463318	465809	6.252363862
chr32	466672	466822	6.252363862
chr32	466954	467946	4.695091813
chr32	468485	468988	5.131545782
chr32	470410	472185	6.222784019
chr32	474466	474852	4.013020852
chr32	475685	477574	5.821646245
chr32	479327	479968	4.547934197
chr32	480957	482969	6.091484931
chr32	484171	484968	3.40035411
chr32	487042	488286	6.718454747
chr32	489023	489850	6.788432733
chr32	490228	490773	5.304975256
chr32	491428	491751	5.510200236
chr32	493195	493800	3.058091099
chr32	494237	494476	4.539504103
chr32	495460	495801	4.539504103
chr32	495921	496424	4.539504103
chr32	497326	497781	5.127884329
chr32	498746	500431	5.589761806
chr32	501106	502389	6.626609602
chr32	504250	505476	5.4762251
chr32	509990	510871	4.119513589
chr32	513003	518759	8.158151237
chr32	519564	521333	6.774211396
chr32	525889	527355	5.970594271
chr32	531114	532820	5.62619665
chr32	537248	539227	6.538921215
chr32	544631	545260	4.058035003
chr32	559399	559945	3.505175815
chr32	560507	560604	3.505175815
chr32	579324	579710	3.779919693
chr32	583931	584299	3.455993681
chr32	587570	597883	7.980729121
chr32	600136	602691	5.881360148
chr32	604166	606058	5.55732075
chr32	606865	608043	6.871254837
chr32	610420	611136	5.254106758
chr32	611956	612618	4.853009453
chr32	615323	616309	5.255504233
chr32	617719	619731	7.307088196
chr32	620772	621539	6.063219623
chr32	623170	624711	4.529098545
chr32	625454	627244	5.803164928
chr32	628455	629435	6.879879409
chr32	630624	633287	5.953584692
chr32	633739	635157	6.154987281
chr32	640609	643326	7.329523432
chr32	644284	644874	6.740818464
chr32	645320	645691	5.670544285
chr32	646027	646824	4.918885831
chr32	647178	647792	4.829108032
chr32	648100	649548	6.30148354
chr32	650100	652487	6.603992001
chr32	655106	655447	4.663084081
chr32	655974	659072	6.047230266
chr32	660737	664033	7.130219964
chr32	667430	669352	7.231933989
chr32	672025	673251	5.790933947
chr32	674440	677121	5.120833128
chr32	677725	678066	3.959824673
chr32	678477	678818	5.465686089
chr32	690542	691189	5.25668819
chr32	691500	692666	6.924862026
chr32	692988	694280	7.187817727
chr32	694934	697807	7.61959196
chr32	704984	705265	4.967064395
chr32	706411	707064	5.24491818
chr32	708273	709043	4.53857452
chr32	710763	712685	5.90195636
chr32	715013	715819	5.737054669
chr32	715861	716970	5.737054669
chr32	719014	719832	4.546280584
chr32	720712	722622	5.09062468
chr32	723275	723658	4.895535937
chr32	724551	725165	5.608821268
chr32	727667	729421	6.251317375
chr32	730626	731195	5.477313725
chr32	731944	732468	5.562920154
chr32	733317	734387	7.145786468
chr32	737401	740430	6.611773147
chr32	741706	743919	4.697899118
chr32	746638	748515	5.080005217
chr32	749662	751368	5.03696868
chr32	753045	754403	6.123300401
chr32	760207	762162	5.274696595
chr32	763215	763562	2.932142658
chr32	766200	770339	6.736661819
chr32	775190	777796	6.16223511
chr32	783009	786347	5.349764007
chr32	787428	787982	3.937200773
chr32	788762	791494	4.728224496
chr32	792582	793805	4.792965846
chr32	794495	794845	4.982015732
chr32	799296	802274	5.909782646
chr32	803977	807762	4.750188037
chr32	809286	812777	6.592469305
chr32	814092	815597	6.596326244
chr32	817362	819092	4.65396738
chr32	820705	821364	6.004393112
chr32	826688	829459	5.535206568
chr32	831515	834394	4.159521395
chr32	838258	840879	6.273277311
chr32	845603	846208	4.762256304
chr32	847519	851928	6.142191033
chr32	857393	861646	5.650738051
chr32	868225	870855	4.591859211
chr32	872614	873729	5.52363951
chr32	876844	877524	3.22712103
chr32	878267	879112	5.815806464
chr32	880693	882960	6.885672585
chr32	884198	886144	5.757132034
chr32	886816	887751	5.018270927
chr32	888668	890026	4.410901175
chr32	891097	895398	6.737160343
chr32	897237	899672	6.985501682
chr32	901177	904254	6.028696031
chr32	906623	912565	5.618616873
chr32	915854	917029	6.694226467
chr32	919615	921192	4.977754961
chr32	922442	924796	4.436258959
chr32	926768	930436	5.439557829
chr32	931693	933162	8.391413005
chr32	934905	937487	5.225483129
chr32	939609	943646	5.964963113
chr32	944597	946288	4.993209605
chr32	947006	947896	6.290528855
chr32	951007	952641	5.519684326
chr32	954783	957065	8.026402808
chr32	958516	960216	5.172074026
chr32	961376	963652	5.596571214
chr32	964472	966733	4.957805186
chr32	967925	969874	5.748937776
chr32	971045	972294	7.63198479
chr32	972367	972553	7.63198479
chr32	974363	979240	5.616459818
chr32	979936	983094	5.469690085
chr32	985364	986563	5.862464893
chr32	988937	990700	6.159963399
chr32	991510	993561	6.291042173
chr32	996432	997391	5.739097507
chr32	998481	1000709	5.177972476
chr32	1002340	1004022	5.3701066
chr32	1006256	1010134	6.965231897
chr32	1011464	1012963	6.034559076
chr32	1014759	1016036	6.805124106
chr32	1020805	1027032	6.598044596
chr32	1028287	1029870	5.7006756
chr32	1030986	1031285	6.742325543
chr32	1032278	1033738	4.990629489
chr32	1034430	1037897	5.746274387
chr32	1038992	1041796	6.112102572
chr32	1043023	1044474	7.161414117
chr32	1045347	1046825	4.875103657
chr32	1048646	1051873	5.876946646
chr32	1053673	1054962	4.694891941
chr32	1056855	1059224	5.377395897
chr32	1059782	1063282	4.048198761
chr32	1064061	1067759	6.613344519
chr32	1069763	1072267	5.994090656
chr32	1073092	1073886	4.688399428
chr32	1074715	1077330	6.221941761
chr32	1078704	1079201	4.531691086
chr32	1080212	1081651	4.19324799
chr32	1091488	1092828	4.412105979
chr32	1101298	1102806	6.096087703
chr32	1104819	1107275	9.887013792
chr32	1109599	1113036	5.615800141
chr32	1114022	1116811	6.356624383
chr32	1118111	1118836	4.758010988
chr32	1122199	1135950	7.37104104
chr32	1136032	1137423	7.37104104
chr32	1138906	1141410	7.331059125
chr32	1143241	1143699	5.187843539
chr32	1145334	1146764	4.96642428
chr32	1148420	1150201	5.646139728
chr32	1151793	1152965	4.475894704
chr32	1156044	1157642	8.646240537
chr32	1161139	1161915	6.827150142
